,White_Name,White_Age,White_Rating,White_Title,Black_Name,Black_Age,Black_Rating,Black_Title,Result_White,White_Age_Squared,White_Rating_Squared,White_Age_Rating_CP,Black_Age_Squared,Black_Rating_Squared,Black_Age_Rating_CP
312,"Mamedov,Rauf",5.833333333,7.683333333,GM,"Aronian,Levon",6.833333333,8.85,GM,1,34.02777778,59.03361111,44.81944444,46.69444444,78.3225,60.475
313,"Shevchenko,Kirill",3.5,7.658333333,GM,"Fedoseev,Vladimir",4.666666667,8.466666667,GM,0.5,12.25,58.65006944,26.80416667,21.77777778,71.68444444,39.51111111
314,"Holt,Conrad",5,7.066666667,GM,"Dubov,Daniil",4.5,8.433333333,GM,0.5,25,49.93777778,35.33333333,20.25,71.12111111,37.95
315,"Vidit,SantoshGujrathi",4.833333333,8.258333333,GM,"Kezin,Roman",4.666666667,6.641666667,IM,1,23.36111111,68.20006944,39.91527778,21.77777778,44.11173611,30.99444444
316,"Murzin,Volodar",2.833333333,7.058333333,GM,"VanForeest,Jorden",4,7.958333333,GM,0.5,8.027777778,49.82006944,19.99861111,16,63.33506944,31.83333333
317,"Duda,Jan-Krzysztof",4.166666667,8.933333333,GM,"Kosakowski,Jakub",3.5,6.433333333,IM,1,17.36111111,79.80444444,37.22222222,12.25,41.38777778,22.51666667
318,"Caruana,Fabiano",5.166666667,8.85,GM,"Tari,Aryan",4,7,GM,1,26.69444444,78.3225,45.725,16,49,28
319,"Indjic,Aleksandar",4.666666667,7.1,GM,"Svidler,Peter",7.833333333,8.641666667,GM,0.5,21.77777778,50.41,33.13333333,61.36111111,74.67840278,67.69305556
320,"Dreev,Aleksey",9,7.141666667,GM,"Abdusattorov,Nodirbek",3.166666667,8.558333333,GM,0.5,81,51.00340278,64.275,10.02777778,73.24506944,27.10138889
321,"Artemiev,Vladislav",4.166666667,8.508333333,GM,"Pantsulaia,Levan",6.166666667,6.983333333,GM,0.5,17.36111111,72.39173611,35.45138889,38.02777778,48.76694444,43.06388889
322,"Praggnanandhaa,R",3,8.383333333,GM,"Kovalev,Vladislav",4.833333333,6.933333333,GM,1,9,70.28027778,25.15,23.36111111,48.07111111,33.51111111
323,"Lysyj,Igor",6,7.058333333,GM,"Radjabov,Teimour",6,8.258333333,GM,0,36,49.82006944,42.35,36,68.20006944,49.55
324,"Dardha,Daniel",3,7.025,GM,"Salem,A.R.Saleh",5,8.166666667,GM,0.5,9,49.350625,21.075,25,66.69444444,40.83333333
325,"Grischuk,Alexander",6.666666667,8.15,GM,"Vakhidov,Jakhongir",4.666666667,6.891666667,GM,0.5,44.44444444,66.4225,54.33333333,21.77777778,47.49506944,32.16111111
326,"Nesterov,Arseniy",3.333333333,6.95,GM,"Esipenko,Andrey",3.5,8.141666667,GM,0.5,11.11111111,48.3025,23.16666667,12.25,66.28673611,28.49583333
327,"Tsydypov,Zhamsaran",4.5,6.941666667,GM,"Fressinet,Laurent",7,7.933333333,GM,0,20.25,48.18673611,31.2375,49,62.93777778,55.53333333
328,"Idani,Pouya",4.666666667,6.8,GM,"Sarana,Alexey",3.833333333,7.908333333,GM,0.5,21.77777778,46.24,31.73333333,14.69444444,62.54173611,30.31527778
329,"Tomashevsky,Evgeny",6,7.85,GM,"Bocharov,Dmitry",6.833333333,6.791666667,GM,1,36,61.6225,47.1,46.69444444,46.12673611,46.40972222
330,"Keymer,Vincent",3.166666667,7.758333333,GM,"Lazavik,Denis",2.833333333,6.741666667,GM,0,10.02777778,60.19173611,24.56805556,8.027777778,45.45006944,19.10138889
331,"Sindarov,Javokhir",3,7.708333333,GM,"Makhnev,Denis",3.833333333,6.7,GM,0,9,59.41840278,23.125,14.69444444,44.89,25.68333333
332,"Riazantsev,Alexander",6.333333333,6.7,GM,"Chanda,Sandipan",6.666666667,7.516666667,GM,0,40.11111111,44.89,42.43333333,44.44444444,56.50027778,50.11111111
333,"Xu,Xiangyu",4,7.483333333,GM,"Asadli,Vugar",3.666666667,6.658333333,GM,1,16,56.00027778,29.93333333,13.44444444,44.33340278,24.41388889
334,"HenriquezVillagra,Cristobal",4.5,7.416666667,GM,"Grigoriants,Sergey",6.666666667,6.608333333,GM,0.5,20.25,55.00694444,33.375,44.44444444,43.67006944,44.05555556
335,"Vrolijk,Liam",3.5,6.65,GM,"Hovhannisyan,Robert",5.333333333,7.408333333,GM,0,12.25,44.2225,23.275,28.44444444,54.88340278,39.51111111
336,"Terry,Renato",5.166666667,6.425,IM,"Paravyan,David",4.166666667,7.366666667,GM,0.5,26.69444444,41.280625,33.19583333,17.36111111,54.26777778,30.69444444
337,"Ansat,Aldiyar",2.5,5.208333333,IM,"Ponkratov,Pavel",5.833333333,7.333333333,GM,0,6.25,27.12673611,13.02083333,34.02777778,53.77777778,42.77777778
338,"Najer,Evgeniy",7.666666667,7.325,GM,"Sychev,Klementy",4.5,6.508333333,GM,0,58.77777778,53.655625,56.15833333,20.25,42.35840278,29.2875
339,"Xiu,Deshun",5.666666667,7.325,GM,"Daneshvar,Bardiya",2.833333333,6.416666667,GM,0,32.11111111,53.655625,41.50833333,8.027777778,41.17361111,18.18055556
340,"Tabatabaei,M.Amin",3.666666667,7.3,GM,"Pranesh,M",2.833333333,6.325,GM,0.5,13.44444444,53.29,26.76666667,8.027777778,40.005625,17.92083333
341,"Aravindh,ChithambaramVr.",4,7.275,GM,"Seemann,Jakub",2.5,5.25,IM,1,16,52.925625,29.1,6.25,27.5625,13.125
342,"Yakubboev,Nodirbek",3.5,7.2,GM,"Markov,Mikhail",5.666666667,4.716666667,IM,1,12.25,51.84,25.2,32.11111111,22.24694444,26.72777778
343,"Isanzhulov,Arystan",3.333333333,4.991666667,IM,"Savchenko,Boris",6.166666667,7.166666667,GM,1,11.11111111,24.91673611,16.63888889,38.02777778,51.36111111,44.19444444
344,"Quparadze,Giga",6,7.158333333,GM,"Abdurakhmonov,Mukhammadali",3.5,4.466666667,IM,1,36,51.24173611,42.95,12.25,19.95111111,15.63333333
345,"Mamedyarov,Shakhriyar",6.333333333,8.458333333,GM,"Suleymanli,Aydin",3,6.808333333,GM,0.5,40.11111111,71.54340278,53.56944444,9,46.35340278,20.425
346,"Giri,Anish",4.833333333,8.316666667,GM,"Ivic,Velimir",3.5,6.741666667,GM,1,23.36111111,69.16694444,40.19722222,12.25,45.45006944,23.59583333
347,"Gukesh,D",2.833333333,7.966666667,GM,"Petrov,Nikita",4.5,6.741666667,GM,0.5,8.027777778,63.46777778,22.57222222,20.25,45.45006944,30.3375
348,"Brunello,Sabino",5.666666667,7.925,GM,"Bryakin,Mikhail",4.333333333,6.733333333,GM,1,32.11111111,62.805625,44.90833333,18.77777778,45.33777778,29.17777778
349,"Ganguly,SuryaShekhar",6.666666667,7.875,GM,"Khismatullin,Denis",6.5,6.725,GM,0,44.44444444,62.015625,52.5,42.25,45.225625,43.7125
350,"Jumabayev,Rinat",5.666666667,6.666666667,GM,"IturrizagaBonelli,Eduardo",5.666666667,7.791666667,GM,0,32.11111111,44.44444444,37.77777778,32.11111111,60.71006944,44.15277778
351,"Martirosyan,HaikM.",3.833333333,7.783333333,GM,"Zeng,Chongsheng",5,6.675,GM,0.5,14.69444444,60.58027778,29.83611111,25,44.555625,33.375
352,"Kuzubov,Yuriy",5.5,7.716666667,GM,"Smirnov,Anton",3.666666667,6.55,GM,1,30.25,59.54694444,42.44166667,13.44444444,42.9025,24.01666667
353,"Pranav,V",2.833333333,6.433333333,GM,"Niemann,HansMoke",3.333333333,7.55,GM,1,8.027777778,41.38777778,18.22777778,11.11111111,57.0025,25.16666667
354,"Petrosian,TigranL.",6.5,7.533333333,GM,"Grebnev,Aleksey",2.833333333,6.341666667,IM,0.5,42.25,56.75111111,48.96666667,8.027777778,40.21673611,17.96805556
355,"Korobov,Anton",6.333333333,7.508333333,GM,"Muradli,Mahammad",3.333333333,6.258333333,GM,1,40.11111111,56.37506944,47.55277778,11.11111111,39.16673611,20.86111111
356,"Zverev,Lev",2.166666667,4.741666667,FM,"Sargsyan,Shant",3.5,7.425,GM,0.5,4.694444444,22.48340278,10.27361111,12.25,55.130625,25.9875
357,"Mitrabha,Guha",3.666666667,6.133333333,GM,"Pichot,Alan",4.166666667,7.291666667,GM,0,13.44444444,37.61777778,22.48888889,17.36111111,53.16840278,30.38194444
358,"Gorovets,Andrey",6,7.191666667,GM,"Hirneise,Jens",5.166666667,6.133333333,FM,0.5,36,51.72006944,43.15,26.69444444,37.61777778,31.68888889
359,"Petrosyan,Manuel",4.166666667,7.175,GM,"Madaminov,Mukhiddin",2.833333333,5.958333333,IM,0.5,17.36111111,51.480625,29.89583333,8.027777778,35.50173611,16.88194444
360,"Omonov,Asrorjon",2.333333333,2.541666667,FM,"Ter-Sahakyan,Samvel",5,7.016666667,GM,0.5,5.444444444,6.460069444,5.930555556,25,49.23361111,35.08333333
361,"Bai,Jinshi",4,7,GM,"Pingin,Artem",2.5,5.783333333,IM,1,16,49,28,6.25,33.44694444,14.45833333
362,"Demchenko,Anton",6,6.983333333,GM,"Vetokhin,Savva",2.333333333,5.633333333,IM,0.5,36,48.76694444,41.9,5.444444444,31.73444444,13.14444444
363,"Adhiban,B.",5.166666667,6.9,GM,"Oro,Faustino",1.666666667,3.75,FM,1,26.69444444,47.61,35.65,2.777777778,14.0625,6.25
364,"Vokhidov,Shamsiddin",3.5,6.891666667,GM,"Xue,Haowen",2.5,5.166666667,Untitled,0.5,12.25,47.49506944,24.12083333,6.25,26.69444444,12.91666667
365,"Kakabayev,Mergen",4.333333333,4.641666667,FM,"Sanal,Vahap",4.166666667,6.883333333,GM,0,18.77777778,21.54506944,20.11388889,17.36111111,47.38027778,28.68055556
366,"Piorun,Kacper",5.333333333,6.808333333,GM,"Amangeldy,Ernur",2.5,2.6,Untitled,0.5,28.44444444,46.35340278,36.31111111,6.25,6.76,6.5
367,"Shogdzhiev,Roman",1.333333333,2.85,Untitled,"Guseinov,Gadir",6.166666667,7.758333333,GM,0.5,1.777777778,8.1225,3.8,38.02777778,60.19173611,47.84305556
368,"Nepomniachtchi,Ian",5.5,8.983333333,GM,"Gokerkan,CemKaan",3.833333333,5.541666667,GM,1,30.25,80.70027778,49.40833333,14.69444444,30.71006944,21.24305556
369,"Tissir,Mohamed",7.833333333,5.483333333,IM,"Sjugirov,Sanan",5,7.258333333,GM,0,61.36111111,30.06694444,42.95277778,25,52.68340278,36.29166667
370,"Hong,Andrew",3.166666667,6.991666667,GM,"Tsaruk,Maksim",3,5.533333333,FM,0.5,10.02777778,48.88340278,22.14027778,9,30.61777778,16.6
371,"Abdisalimov,Abdimalik",3.5,5.25,GM,"Kobalia,Mikhail",7.5,6.991666667,GM,0,12.25,27.5625,18.375,56.25,48.88340278,52.4375
372,"Saydaliev,Saidakbar",3.666666667,5.133333333,IM,"Urazayev,Arystanbek",4.166666667,6.95,IM,0,13.44444444,26.35111111,18.82222222,17.36111111,48.3025,28.95833333
373,"Christiansen,Johan-Sebastian",4.166666667,6.616666667,GM,"Leiva,Gianmarco",4.666666667,5.425,IM,1,17.36111111,43.78027778,27.56944444,21.77777778,29.430625,25.31666667
374,"Makarian,Rudik",3.166666667,6.608333333,IM,"Amilal,Munkhdalai",2.833333333,5.333333333,FM,0.5,10.02777778,43.67006944,20.92638889,8.027777778,28.44444444,15.11111111
375,"Iljiushenok,Ilia",5,6.5,GM,"Sattarov,Bobir",4.666666667,5.275,IM,1,25,42.25,32.5,21.77777778,27.825625,24.61666667
376,"Bilguun,Sumiya",4.333333333,6.45,GM,"Gurel,Ediz",2.5,5.108333333,IM,0.5,18.77777778,41.6025,27.95,6.25,26.09506944,12.77083333
377,"Mustafaev,Jamshid",5.333333333,5.108333333,Untitled,"Zilka,Stepan",5.833333333,6.45,GM,0.5,28.44444444,26.09506944,27.24444444,34.02777778,41.6025,37.625
378,"Haldorsen,Benjamin",4,5.008333333,IM,"Zvjaginsev,Vadim",7.833333333,6.408333333,GM,0.5,16,25.08340278,20.03333333,61.36111111,41.06673611,50.19861111
379,"Nogerbek,Kazybek",3.166666667,6.216666667,IM,"Suyarov,Mukhammadzokhid",2.333333333,5,FM,1,10.02777778,38.64694444,19.68611111,5.444444444,25,11.66666667
380,"Sapenov,Daniyal",2.5,4.875,FM,"Harutyunyan,TigranK.",4.333333333,6.158333333,GM,1,6.25,23.765625,12.1875,18.77777778,37.92506944,26.68611111
381,"Galchenko,Matvey",3.833333333,5.966666667,IM,"Fayzullaev,Akmal",5.333333333,4.941666667,IM,1,14.69444444,35.60111111,22.87222222,28.44444444,24.42006944,26.35555556
382,"Song,Raymond",4.833333333,5.85,GM,"Bakhrillaev,Bakhrom",2.5,4.133333333,FM,1,23.36111111,34.2225,28.275,6.25,17.08444444,10.33333333
383,"Turayev,Shahruh",4.833333333,4.033333333,Untitled,"Nigmatov,Ortik",3.833333333,5.816666667,IM,0.5,23.36111111,16.26777778,19.49444444,14.69444444,33.83361111,22.29722222
384,"Zhalmakhanov,Ramazan",3.5,5.791666667,IM,"Chinguun,Sumiya",3,3.583333333,FM,1,12.25,33.54340278,20.27083333,9,12.84027778,10.75
385,"Gaehwiler,Gabriel",4.833333333,5.7,IM,"Akhmedov,David",2.166666667,3.325,Untitled,1,23.36111111,32.49,27.55,4.694444444,11.055625,7.204166667
386,"Vakhidov,Daler",3.5,3.416666667,FM,"Agmanov,Zhandos",3.833333333,5.691666667,IM,0,12.25,11.67361111,11.95833333,14.69444444,32.39506944,21.81805556
387,"Sklokin,Sergey",1.666666667,2.05,Untitled,"Averin,Nikolay",2.166666667,5.641666667,FM,0,2.777777778,4.2025,3.416666667,4.694444444,31.82840278,12.22361111
388,"Uskov,Artem",2.166666667,5.633333333,IM,"Kuandykuly,Danis",1.666666667,0.458333333,Untitled,1,4.694444444,31.73444444,12.20555556,2.777777778,0.210069444,0.763888889
389,"VanForeest,Lucas",3.666666667,6.533333333,GM,"Ohanyan,Emin",2.833333333,5.016666667,IM,0,13.44444444,42.68444444,23.95555556,8.027777778,25.16694444,14.21388889
390,"Aditya,Mittal",2.833333333,5.675,GM,"Amar,Elham",3,6.458333333,IM,1,8.027777778,32.205625,16.07916667,9,41.71006944,19.375
391,"Ruck,Robert",7.666666667,6.416666667,GM,"Garayev,Kanan",3.5,4.833333333,IM,1,58.77777778,41.17361111,49.19444444,12.25,23.36111111,16.91666667
392,"Orozbaev,Eldiar",2.833333333,4.95,FM,"Suleymenov,Alisher",3.833333333,6.216666667,GM,0,8.027777778,24.5025,14.025,14.69444444,38.64694444,23.83055556
393,"Rakhmatullaev,Almas",2.833333333,4.591666667,IM,"Gharibyan,Mamikon",3.166666667,6.058333333,GM,1,8.027777778,21.08340278,13.00972222,10.02777778,36.70340278,19.18472222
394,"Karthik,Venkataraman",4,6.05,GM,"Khusenkhojaev,Mustafokhuja",4.166666667,4.208333333,FM,1,16,36.6025,24.2,17.36111111,17.71006944,17.53472222
395,"Begmuratov,Khumoyun",2.166666667,4.125,FM,"GallegoAlcaraz,AndresFelipe",5.666666667,5.991666667,GM,1,4.694444444,17.015625,8.9375,32.11111111,35.90006944,33.95277778
396,"Drazic,Sinisa",9.333333333,5.933333333,GM,"RojasSalas,Steven",3.166666667,3.958333333,FM,1,87.11111111,35.20444444,55.37777778,10.02777778,15.66840278,12.53472222
397,"Xie,Felix",2.5,3.866666667,FM,"Nasuta,Grzegorz",4.5,5.85,GM,0,6.25,14.95111111,9.666666667,20.25,34.2225,26.325
398,"Nafri,Khalil",6,4.525,CM,"Jobava,Baadur",6.666666667,8.091666667,GM,0,36,20.475625,27.15,44.44444444,65.47506944,53.94444444
399,"Rakhmanov,Aleksandr",5.666666667,7.641666667,GM,"Wanyama,Harold",7,4.25,FM,1,32.11111111,58.39506944,43.30277778,49,18.0625,29.75
400,"Vescovi,Giovanni",7.5,7.575,GM,"Kasimov,Ali",3.333333333,3.45,FM,1,56.25,57.380625,56.8125,11.11111111,11.9025,11.5
401,"Tregubenko,Nikolay",2.166666667,0.958333333,Untitled,"Predke,Alexandr",4.833333333,7.383333333,GM,0,4.694444444,0.918402778,2.076388889,23.36111111,54.51361111,35.68611111
402,"Sadhwani,Raunak",3,7.383333333,GM,"Ilkhomi,Jaloliddin",2.666666667,2.408333333,FM,1,9,54.51361111,22.15,7.111111111,5.800069444,6.422222222
403,"VasquezSchroeder,Rodrigo",9,7.35,GM,"Yonal,Timur",2.166666667,1.283333333,CM,0,81,54.0225,66.15,4.694444444,1.646944444,2.780555556
404,"Bogdan,David",3.333333333,0.375,Untitled,"O`gorman,Tom",3.5,4.991666667,FM,0,11.11111111,0.140625,1.25,12.25,24.91673611,17.47083333
405,"Carlsen,Magnus",5.5,9.316666667,GM,"Gareyev,Timur",5.833333333,7.4,GM,1,30.25,86.80027778,51.24166667,34.02777778,54.76,43.16666667
406,"Vachier-Lagrave,Maxime",5.5,8.891666667,GM,"Mamedov,Rauf",5.833333333,7.683333333,GM,0.5,30.25,79.06173611,48.90416667,34.02777778,59.03361111,44.81944444
407,"Cheparinov,Ivan",6.166666667,7.65,GM,"Rapport,Richard",4.5,8.625,GM,1,38.02777778,58.5225,47.175,20.25,74.390625,38.8125
408,"Yu,Yangyi",4.833333333,8.325,GM,"Narayanan,SL",4.166666667,7.383333333,GM,1,23.36111111,69.305625,40.2375,17.36111111,54.51361111,30.76388889
409,"Chigaev,Maksim",4.5,7.391666667,GM,"Vidit,SantoshGujrathi",4.833333333,8.258333333,GM,0,20.25,54.63673611,33.2625,23.36111111,68.20006944,39.91527778
410,"Matlakov,Maxim",5.333333333,7.633333333,GM,"Erigaisi,Arjun",3.333333333,7.95,GM,0,28.44444444,58.26777778,40.71111111,11.11111111,63.2025,26.5
411,"AntonGuijarro,David",4.666666667,7.708333333,GM,"Shimanov,Aleksandr",5.166666667,7.491666667,GM,0.5,21.77777778,59.41840278,35.97222222,26.69444444,56.12506944,38.70694444
412,"Fedoseev,Vladimir",4.666666667,8.466666667,GM,"Bharath,SubramaniyamH",2.666666667,6.05,GM,0.5,21.77777778,71.68444444,39.51111111,7.111111111,36.6025,16.13333333
413,"Hovhannisyan,Robert",5.333333333,7.408333333,GM,"Duda,Jan-Krzysztof",4.166666667,8.933333333,GM,0.5,28.44444444,54.88340278,39.51111111,17.36111111,79.80444444,37.22222222
414,"Ponkratov,Pavel",5.833333333,7.333333333,GM,"Caruana,Fabiano",5.166666667,8.85,GM,1,34.02777778,53.77777778,42.77777778,26.69444444,78.3225,45.725
415,"Dubov,Daniil",4.5,8.433333333,GM,"Aravindh,ChithambaramVr.",4,7.275,GM,1,20.25,71.12111111,37.95,16,52.925625,29.1
416,"Lazavik,Denis",2.833333333,6.741666667,GM,"Praggnanandhaa,R",3,8.383333333,GM,0.5,8.027777778,45.45006944,19.10138889,9,70.28027778,25.15
417,"Radjabov,Teimour",6,8.258333333,GM,"Yakubboev,Nodirbek",3.5,7.2,GM,0.5,36,68.20006944,49.55,12.25,51.84,25.2
418,"Nihal,Sarin",3.166666667,8.058333333,GM,"Quparadze,Giga",6,7.158333333,GM,0.5,10.02777778,64.93673611,25.51805556,36,51.24173611,42.95
419,"VanForeest,Jorden",4,7.958333333,GM,"Holt,Conrad",5,7.066666667,GM,0,16,63.33506944,31.83333333,25,49.93777778,35.33333333
420,"Fressinet,Laurent",7,7.933333333,GM,"Murzin,Volodar",2.833333333,7.058333333,GM,0.5,49,62.93777778,55.53333333,8.027777778,49.82006944,19.99861111
421,"Makhnev,Denis",3.833333333,6.7,GM,"Tomashevsky,Evgeny",6,7.85,GM,0.5,14.69444444,44.89,25.68333333,36,61.6225,47.1
422,"Sychev,Klementy",4.5,6.508333333,GM,"Shevchenko,Kirill",3.5,7.658333333,GM,0,20.25,42.35840278,29.2875,12.25,58.65006944,26.80416667
423,"Chanda,Sandipan",6.666666667,7.516666667,GM,"Isanzhulov,Arystan",3.333333333,4.991666667,IM,1,44.44444444,56.50027778,50.11111111,11.11111111,24.91673611,16.63888889
424,"Daneshvar,Bardiya",2.833333333,6.416666667,GM,"Xu,Xiangyu",4,7.483333333,GM,0,8.027777778,41.17361111,18.18055556,16,56.00027778,29.93333333
425,"Aronian,Levon",6.833333333,8.85,GM,"Dreev,Aleksey",9,7.141666667,GM,1,46.69444444,78.3225,60.475,81,51.00340278,64.275
426,"Svidler,Peter",7.833333333,8.641666667,GM,"Dardha,Daniel",3,7.025,GM,0.5,61.36111111,74.67840278,67.69305556,9,49.350625,21.075
427,"Abdusattorov,Nodirbek",3.166666667,8.558333333,GM,"Indjic,Aleksandar",4.666666667,7.1,GM,0.5,10.02777778,73.24506944,27.10138889,21.77777778,50.41,33.13333333
428,"Pichot,Alan",4.166666667,7.291666667,GM,"Artemiev,Vladislav",4.166666667,8.508333333,GM,0.5,17.36111111,53.16840278,30.38194444,17.36111111,72.39173611,35.45138889
429,"Pantsulaia,Levan",6.166666667,6.983333333,GM,"Giri,Anish",4.833333333,8.316666667,GM,0.5,38.02777778,48.76694444,43.06388889,23.36111111,69.16694444,40.19722222
430,"Salem,A.R.Saleh",5,8.166666667,GM,"Bai,Jinshi",4,7,GM,0,25,66.69444444,40.83333333,16,49,28
431,"Sanal,Vahap",4.166666667,6.883333333,GM,"Grischuk,Alexander",6.666666667,8.15,GM,0,17.36111111,47.38027778,28.68055556,44.44444444,66.4225,54.33333333
432,"Esipenko,Andrey",3.5,8.141666667,GM,"Adhiban,B.",5.166666667,6.9,GM,0.5,12.25,66.28673611,28.49583333,26.69444444,47.61,35.65
433,"Vakhidov,Jakhongir",4.666666667,6.891666667,GM,"Brunello,Sabino",5.666666667,7.925,GM,0.5,21.77777778,47.49506944,32.16111111,32.11111111,62.805625,44.90833333
434,"Sarana,Alexey",3.833333333,7.908333333,GM,"Nesterov,Arseniy",3.333333333,6.95,GM,0,14.69444444,62.54173611,30.31527778,11.11111111,48.3025,23.16666667
435,"Khismatullin,Denis",6.5,6.725,GM,"Maghsoodloo,Parham",3.833333333,7.866666667,GM,0.5,42.25,45.225625,43.7125,14.69444444,61.88444444,30.15555556
436,"IturrizagaBonelli,Eduardo",5.666666667,7.791666667,GM,"Idani,Pouya",4.666666667,6.8,GM,0.5,32.11111111,60.71006944,44.15277778,21.77777778,46.24,31.73333333
437,"Andreikin,Dmitry",5.5,7.741666667,GM,"Terry,Renato",5.166666667,6.425,IM,1,30.25,59.93340278,42.57916667,26.69444444,41.280625,33.19583333
438,"Grigoriants,Sergey",6.666666667,6.608333333,GM,"Kuzubov,Yuriy",5.5,7.716666667,GM,1,44.44444444,43.67006944,44.05555556,30.25,59.54694444,42.44166667
439,"Kezin,Roman",4.666666667,6.641666667,IM,"Korobov,Anton",6.333333333,7.508333333,GM,0,21.77777778,44.11173611,30.99444444,40.11111111,56.37506944,47.55277778
440,"Pranesh,M",2.833333333,6.325,GM,"HenriquezVillagra,Cristobal",4.5,7.416666667,GM,1,8.027777778,40.005625,17.92083333,20.25,55.00694444,33.375
441,"Paravyan,David",4.166666667,7.366666667,GM,"Pranav,V",2.833333333,6.433333333,GM,1,17.36111111,54.26777778,30.69444444,8.027777778,41.38777778,18.22777778
442,"Kosakowski,Jakub",3.5,6.433333333,IM,"Tabatabaei,M.Amin",3.666666667,7.3,GM,0,12.25,41.38777778,22.51666667,13.44444444,53.29,26.76666667
443,"Riazantsev,Alexander",6.333333333,6.7,GM,"Nepomniachtchi,Ian",5.5,8.983333333,GM,0,40.11111111,44.89,42.43333333,30.25,80.70027778,49.40833333
444,"Asadli,Vugar",3.666666667,6.658333333,GM,"Mamedyarov,Shakhriyar",6.333333333,8.458333333,GM,0.5,13.44444444,44.33340278,24.41388889,40.11111111,71.54340278,53.56944444
445,"Zeng,Chongsheng",5,6.675,GM,"Gukesh,D",2.833333333,7.966666667,GM,0,25,44.555625,33.375,8.027777778,63.46777778,22.57222222
446,"Vrolijk,Liam",3.5,6.65,GM,"Martirosyan,HaikM.",3.833333333,7.783333333,GM,1,12.25,44.2225,23.275,14.69444444,60.58027778,29.83611111
447,"Christiansen,Johan-Sebastian",4.166666667,6.616666667,GM,"Keymer,Vincent",3.166666667,7.758333333,GM,0,17.36111111,43.78027778,27.56944444,10.02777778,60.19173611,24.56805556
448,"Grebnev,Aleksey",2.833333333,6.341666667,IM,"Sindarov,Javokhir",3,7.708333333,GM,0.5,8.027777778,40.21673611,17.96805556,9,59.41840278,23.125
449,"Hirneise,Jens",5.166666667,6.133333333,FM,"Petrosian,TigranL.",6.5,7.533333333,GM,0,26.69444444,37.61777778,31.68888889,42.25,56.75111111,48.96666667
450,"Sargsyan,Shant",3.5,7.425,GM,"Iljiushenok,Ilia",5,6.5,GM,1,12.25,55.130625,25.9875,25,42.25,32.5
451,"Madaminov,Mukhiddin",2.833333333,5.958333333,IM,"Najer,Evgeniy",7.666666667,7.325,GM,0,8.027777778,35.50173611,16.88194444,58.77777778,53.655625,56.15833333
452,"Agmanov,Zhandos",3.833333333,5.691666667,IM,"Xiu,Deshun",5.666666667,7.325,GM,0.5,14.69444444,32.39506944,21.81805556,32.11111111,53.655625,41.50833333
453,"Sjugirov,Sanan",5,7.258333333,GM,"Nogerbek,Kazybek",3.166666667,6.216666667,IM,0.5,25,52.68340278,36.29166667,10.02777778,38.64694444,19.68611111
454,"Averin,Nikolay",2.166666667,5.641666667,FM,"Gorovets,Andrey",6,7.191666667,GM,1,4.694444444,31.82840278,12.22361111,36,51.72006944,43.15
455,"Seemann,Jakub",2.5,5.25,IM,"Petrosyan,Manuel",4.166666667,7.175,GM,0,6.25,27.5625,13.125,17.36111111,51.480625,29.89583333
456,"Savchenko,Boris",6.166666667,7.166666667,GM,"Galchenko,Matvey",3.833333333,5.966666667,IM,1,38.02777778,51.36111111,44.19444444,14.69444444,35.60111111,22.87222222
457,"Vetokhin,Savva",2.333333333,5.633333333,IM,"Lysyj,Igor",6,7.058333333,GM,0.5,5.444444444,31.73444444,13.14444444,36,49.82006944,42.35
458,"Ter-Sahakyan,Samvel",5,7.016666667,GM,"Song,Raymond",4.833333333,5.85,GM,0.5,25,49.23361111,35.08333333,23.36111111,34.2225,28.275
459,"Tari,Aryan",4,7,GM,"Zhalmakhanov,Ramazan",3.5,5.791666667,IM,1,16,49,28,12.25,33.54340278,20.27083333
460,"Kobalia,Mikhail",7.5,6.991666667,GM,"Gaehwiler,Gabriel",4.833333333,5.7,IM,1,56.25,48.88340278,52.4375,23.36111111,32.49,27.55
461,"Xue,Haowen",2.5,5.166666667,Untitled,"Demchenko,Anton",6,6.983333333,GM,1,6.25,26.69444444,12.91666667,36,48.76694444,41.9
462,"Urazayev,Arystanbek",4.166666667,6.95,IM,"Uskov,Artem",2.166666667,5.633333333,IM,0.5,17.36111111,48.3025,28.95833333,4.694444444,31.73444444,12.20555556
463,"Amangeldy,Ernur",2.5,2.6,Untitled,"Tsydypov,Zhamsaran",4.5,6.941666667,GM,1,6.25,6.76,6.5,20.25,48.18673611,31.2375
464,"Kovalev,Vladislav",4.833333333,6.933333333,GM,"Ansat,Aldiyar",2.5,5.208333333,IM,1,23.36111111,48.07111111,33.51111111,6.25,27.12673611,13.02083333
465,"Markov,Mikhail",5.666666667,4.716666667,IM,"Vokhidov,Shamsiddin",3.5,6.891666667,GM,0,32.11111111,22.24694444,26.72777778,12.25,47.49506944,24.12083333
466,"Abdurakhmonov,Mukhammadali",3.5,4.466666667,IM,"Piorun,Kacper",5.333333333,6.808333333,GM,0.5,12.25,19.95111111,15.63333333,28.44444444,46.35340278,36.31111111
467,"Suleymanli,Aydin",3,6.808333333,GM,"Sapenov,Daniyal",2.5,4.875,FM,0.5,9,46.35340278,20.425,6.25,23.765625,12.1875
